GM12878,NRF1,0.7088923511930523,0.8237254392798408,0.9272411206324476,3869,18
HepG2,USF2,0.7349702718412691,0.7352549114671714,0.773083569881374,3864,585
K562,ELK1,0.8105281207133059,0.7205932784636488,0.7928669410150891,978,6
K562,RFX1,0.671748932130992,0.6042358803986712,0.5341124822021832,630,28
K562,MXI1,0.6470232698700513,0.7048957388939256,0.6879344212753098,4424,12
GM12878,SRF,0.45483069276172716,0.5477166821994408,0.6465361913637776,584,29
HepG2,FOS,0.38481338481338473,0.6296653796653797,0.7348777348777349,265,6
A549,MAFK,0.714147071872227,0.629547471162378,0.6388087843833186,417,49
K562,AR,0.6938546932302507,0.5018733273862622,0.5350579839429082,626,95
HepG2,HNF4A,0.6642488076311606,0.7393254599136952,0.7873325005677946,685,56
SKNSH,RFX5,0.8564983007148717,0.5956873315363882,0.6108051095745928,1226,7
K562,JUND,0.6213127413127414,0.5592277992277992,0.6514285714285715,284,25
K562,IRF1,0.8146245059288538,0.5947586939914306,0.6083269671504965,2032,77
K562,EGR1,0.6599344433425545,0.6072218502307756,0.656316986421898,14910,1225
HeLa,NFE2L2,0.7453598484848485,0.6717487373737374,0.6541035353535354,1006,16
K562,TFDP1,0.6144071844845705,0.7335912869016911,0.7815037737651667,1172,9
K562,ATF2,0.7908765032377428,0.5530035846438482,0.5593297101449275,1273,192
K562,CREB3L1,0.737732066591127,0.6179290508149569,0.5990150788808507,2097,11
SKNSH,REST,0.8843878600823045,0.6517262769305254,0.5938029532800775,1872,36
GM12878,RELA,0.6769060773480663,0.5876979742173113,0.6629097605893186,920,15
K562,NFYA,0.5830792682926829,0.6243224932249322,0.6561653116531165,754,16
HepG2,NFIL3,0.6461867426942266,0.6714183891660727,0.6681159420289855,406,61
GM12878,EGR1,0.6750386743774984,0.742744396154482,0.8233313643073836,17742,328
GM12878,MAZ,0.5775963106400326,0.7938270739910314,0.8309467998369344,14283,11
HeLa,SMARCC1,0.8271466666666667,0.8554933333333333,0.8685333333333333,1885,10
K562,GATA2,0.5926324859974149,0.6964670400689359,0.6824644549763033,222,11
HepG2,AHR,0.5534957627118644,0.3654253585397653,0.45795306388526724,1542,8
HepG2,CREM,0.6724228981833544,0.8209495141529362,0.9304499366286438,1590,12
SKNSH,NRF1,0.6656651126180674,0.7991392185355614,0.8249853677242269,4177,48
HepG2,NR2F6,0.5501114081996435,0.7418003565062389,0.8385918003565063,959,24
GM12878,PAX5,0.7012072504609818,0.6968166162196012,0.7350033051525587,2279,134
SKNSH,MAX,0.5627069939606468,0.7815686083511917,0.8366127670627963,1747,36
K562,NRF1,0.6635980546375535,0.6782399857609475,0.706571130321004,3791,665
K562,MAZ,0.5315912198884954,0.6692121918720854,0.7214216837897542,12103,95
HepG2,NFYC,0.7324341279799247,0.75633626097867,0.8658720200752823,807,10
HeLa,MAFK,0.6348648648648649,0.5627027027027027,0.5345945945945947,385,15
K562,CTCF,0.8375873234263015,0.694293217369145,0.7496830310821389,12430,7862
K562,JUN,0.8017144826397863,0.6670974411992764,0.7389506332385629,391,73
HepG2,SMARCC1,0.6038979248457657,0.7578238923163209,0.7151991026360067,1793,10
SKNSH,MXI1,0.5594868044127507,0.761104254281709,0.8178388035594564,5517,48
K562,IRF2,0.7129483189633182,0.5903525330340288,0.5465282383551859,1170,17
HeLa,MAX,0.4976535529344074,0.857460083429229,0.8749820195627157,1770,32
A549,FOSL2,0.6841402232534805,0.7806032860905556,0.8049855763200803,1209,70
K562,NFE2L2,0.809100563302244,0.6062424969987995,0.6110905900821867,859,26
HepG2,MAZ,0.5473898271536307,0.7939209499232999,0.8809605781409409,13084,73
GM12878,RUNX3,0.6280754510661564,0.6726960694976003,0.7824706882935423,1093,31
HeLa,JUN,0.6578449905482041,0.9011762234824616,0.9156689771056501,538,9
SKNSH,JUND,0.6887578616352201,0.7508647798742139,0.7883647798742138,338,20
HeLa,NR3C1,0.7387091943695716,0.6852500748727164,0.6649296196466008,837,42
A549,JUND,0.6443406022845276,0.7736240913811007,0.8686396677050883,327,6
HepG2,BCL6,0.6142131979695432,0.556562726613488,0.6211022480058013,401,7
K562,CEBPD,0.6886172650878535,0.3331550802139037,0.3095492742551566,222,35
HepG2,SRF,0.7938443670150988,0.5064772625748235,0.48387384972750824,554,21
HepG2,USF1,0.6760595730098757,0.6855674442924709,0.7142491041597122,2361,334
GM12878,PKNOX1,0.5291005291005291,0.6437389770723104,0.6957671957671958,573,6
A549,USF2,0.7346675994190673,0.7789393790178254,0.8305073425952025,4288,217
K562,ATF4,0.828589108910891,0.5944629789065863,0.5303486870426173,450,46
SKNSH,TCF12,0.3547348484848485,0.7713383838383838,0.7799242424242424,1326,6
K562,ATF1,0.800374669110161,0.5974384035837915,0.6364406434534717,1712,75
K562,E2F6,0.639791351386161,0.5342676369256528,0.5595839907267283,2441,52
K562,NFE2,0.8140760796897981,0.5813410883807997,0.5908610776841824,1011,180
HepG2,CEBPB,0.602679978980557,0.5192853389385181,0.5044666316342616,228,173
K562,KLF13,0.7548455804046859,0.6026091586794462,0.6616968406105787,1893,15
GM12878,CTCF,0.8480595976102163,0.7960482971493787,0.8358834237637445,10233,4260
HeLa,NRF1,0.7065201231814803,0.8824448692081697,0.8875455736080139,3943,73
HepG2,REST,0.971803343037519,0.6630875666481306,0.6725818586241863,1647,38
GM12878,POU2F2,0.8852040816326531,0.7091836734693877,0.8027210884353742,175,7
HepG2,ATF7,0.8507824976045992,0.7451932290003191,0.765122963909294,721,101
