methyl,region,cell,TF,size,yes,pwm,value,auc
array,body,HeLa,YY2,428.0,11.0,0.6466099847394811,0.8351863963374754,0.8351863963374754
array,body,HepG2,ATF2,386.5,45.5,0.8106010334271203,0.8201357820923039,0.8201357820923039
array,body,HepG2,ATF3,769.5,7.5,0.7580603044325205,0.8548323038635632,0.8548323038635632
array,body,HepG2,ATF7,222.0,39.0,0.867676771614161,0.7694477846018128,0.7694477846018128
array,body,HepG2,BHLHE40,1080.5,50.0,0.6277095718023179,0.851958464589553,0.851958464589553
array,body,HepG2,BRCA1,315.0,17.0,0.887480127447765,0.9475196683934548,0.9475196683934548
array,body,HepG2,CEBPA,49.0,38.0,0.48896416083916083,0.4004953379953381,0.4004953379953381
array,body,HepG2,CEBPB,71.5,55.0,0.43677375256322626,0.5653337890179995,0.5653337890179995
array,body,HepG2,CEBPD,61.5,10.5,0.49150511786600504,0.4449596774193549,0.4449596774193549
array,body,HepG2,CEBPG,83.0,25.0,0.5729962121212121,0.47662878787878793,0.47662878787878793
array,body,HepG2,CREB1,596.0,90.0,0.732059488262184,0.825631816596509,0.825631816596509
array,body,HepG2,CREM,496.5,7.0,0.6703795351703415,0.9182184978274364,0.9182184978274364
array,body,HepG2,CTCF,2098.6666666666665,840.0,0.8280365893842316,0.8037872184483309,0.8037872184483309
array,body,HepG2,ELF1,477.0,24.0,0.6556663500692665,0.9070871027664664,0.9070871027664664
array,body,HepG2,FOSL2,311.0,24.0,0.6983419212957389,0.7559032877716512,0.7559032877716512
array,body,HepG2,FOXA2,143.5,25.5,0.6465405854310922,0.7776472745313747,0.7776472745313747
array,body,HepG2,GABPA,615.0,29.5,0.7646856397560975,0.9154939808914577,0.9154939808914577
array,body,HepG2,HLF,124.5,37.5,0.6150576578177978,0.7182492000997553,0.7182492000997553
array,body,HepG2,HNF4A,246.0,21.5,0.6121459516951762,0.8370838793863742,0.8370838793863742
array,body,HepG2,HNF4G,255.0,6.0,0.7774431057563588,0.8627844712182062,0.8627844712182062
array,body,HepG2,JUN,118.0,24.5,0.8007147688145597,0.8414914330218068,0.8414914330218068
array,body,HepG2,JUND,120.0,18.0,0.6873638344226579,0.7391067538126361,0.7391067538126361
array,body,HepG2,MAFF,233.0,16.5,0.7183175033921303,0.6181473829201102,0.6181473829201102
array,body,HepG2,MAFK,102.0,24.5,0.6048649825783972,0.5845296167247387,0.5845296167247387
array,body,HepG2,MAX,486.5,37.5,0.4401384687843021,0.7932110327943662,0.7932110327943662
array,body,HepG2,MAZ,6034.5,66.5,0.4886478672852493,0.8453287339073065,0.8453287339073065
array,body,HepG2,MLX,598.0,8.0,0.6452330508474576,0.8705508474576271,0.8705508474576271
array,body,HepG2,MNT,1002.0,28.0,0.5246609407232878,0.8107538873325111,0.8107538873325111
array,body,HepG2,MXI1,1719.0,29.0,0.7060191797592328,0.8671903693123852,0.8671903693123852
array,body,HepG2,MYC,1574.0,17.0,0.5927311194227209,0.8856020250103895,0.8856020250103895
array,body,HepG2,NFE2L2,351.0,12.0,0.7888397246804326,0.7300884955752213,0.7300884955752213
array,body,HepG2,NFIA,269.0,7.0,0.7230125179143951,0.6699626691094267,0.6699626691094267
array,body,HepG2,NFIL3,122.0,20.5,0.6593254679920748,0.6619103129056501,0.6619103129056501
array,body,HepG2,NFYC,295.0,6.0,0.7719146482122261,0.9227220299884659,0.9227220299884659
array,body,HepG2,NR2F6,380.0,9.0,0.6722072476789458,0.8295896975142258,0.8295896975142258
array,body,HepG2,NRF1,1570.0,170.0,0.7429652011958015,0.8541761376061406,0.8541761376061406
array,body,HepG2,PPARG,503.0,9.0,0.37325686009896536,0.6929824561403509,0.6929824561403509
array,body,HepG2,REST,535.5,10.5,0.889032006245121,0.8014020822917489,0.8014020822917489
array,body,HepG2,RFX3,232.5,15.0,0.675836114587679,0.77565880962314,0.77565880962314
array,body,HepG2,SP5,1961.0,28.0,0.6668021580075383,0.7938807183504546,0.7938807183504546
array,body,HepG2,SRF,235.0,7.0,0.7969924812030076,0.8778195488721804,0.8778195488721804
array,body,HepG2,TEAD1,296.0,8.0,0.5149739583333334,0.7951388888888891,0.7951388888888891
array,body,HepG2,TEAD3,134.0,6.0,0.51953125,0.8580729166666667,0.8580729166666667
array,body,HepG2,TFAP4,807.0,11.0,0.7026610324349019,0.8687756966651441,0.8687756966651441
array,body,HepG2,TFE3,547.0,10.0,0.7054003724394786,0.8759776536312849,0.8759776536312849
array,body,HepG2,THRB,777.0,8.0,0.4636703511053316,0.8636215864759428,0.8636215864759428
array,body,HepG2,USF1,705.5,102.5,0.6624534874320283,0.8180845706221243,0.8180845706221243
array,body,HepG2,USF2,1215.5,204.0,0.7061325770332654,0.87904431846394,0.87904431846394
array,body,HepG2,YY1,301.0,7.0,0.6477162293488824,0.8950437317784257,0.8950437317784257
array,body,HepG2,ZBTB33,484.5,27.0,0.7727268088345292,0.902209224845401,0.902209224845401
array,body,HepG2,ZBTB7A,3317.5,81.0,0.5674505119489481,0.8102674543741664,0.8102674543741664
array,body,K562,AR,201.0,25.5,0.6490854995039816,0.5277351730702201,0.5277351730702201
array,body,K562,ATF1,544.5,35.5,0.7694578138198926,0.8115627504138306,0.8115627504138306
array,body,K562,ATF2,396.5,65.5,0.7598651997504222,0.6857117258121563,0.6857117258121563
array,body,K562,ATF3,714.5,42.5,0.6269257504618875,0.7522032822508931,0.7522032822508931
array,body,K562,ATF4,116.0,10.0,0.8709756690997568,0.6045498783454988,0.6045498783454988
array,body,K562,ATF7,197.5,29.0,0.8871538466050186,0.7740769680121083,0.7740769680121083
array,body,K562,BHLHE40,968.5,49.0,0.6280527784180829,0.6646622286074049,0.6646622286074049
array,body,K562,CEBPB,100.0,81.0,0.4073148148148148,0.5315954415954416,0.5315954415954416
array,body,K562,CEBPD,60.0,7.0,0.5765042451088963,0.38005589832832354,0.38005589832832354
array,body,K562,CEBPG,84.0,26.0,0.5971206925732462,0.3572895003466112,0.3572895003466112
array,body,K562,CREB1,602.0,20.0,0.7698453608247422,0.7232817869415809,0.7232817869415809
array,body,K562,CREB3L1,837.0,11.0,0.4905348888399736,0.7730574510235527,0.7730574510235527
array,body,K562,CREM,502.5,39.5,0.7182119040642176,0.7413850854370714,0.7413850854370714
array,body,K562,CTCF,2537.3333333333335,1373.0,0.8054496240581855,0.7650071780854998,0.7650071780854998
array,body,K562,CTCFL,1356.0,89.66666666666667,0.8070438341858348,0.7126160706966248,0.7126160706966248
array,body,K562,E2F1,3857.5,24.5,0.5114981701337693,0.8950006608331631,0.8950006608331631
array,body,K562,E2F4,1042.0,22.0,0.5442492312088465,0.8551521117033261,0.8551521117033261
array,body,K562,E2F6,992.5,38.0,0.6453125666693222,0.7218615018932436,0.7218615018932436
array,body,K562,EGR1,4626.0,526.6666666666666,0.6616377690894143,0.7370943086583456,0.7370943086583456
array,body,K562,ELF1,459.5,41.0,0.7238629533347629,0.833196556083084,0.833196556083084
array,body,K562,ELF4,452.0,10.0,0.5108597285067873,0.8762443438914027,0.8762443438914027
array,body,K562,ELK1,454.0,16.0,0.6121575342465754,0.9102454337899544,0.9102454337899544
array,body,K562,ETS1,610.0,9.0,0.4535958587539286,0.8805694213348123,0.8805694213348123
array,body,K562,ETV6,817.0,7.0,0.6163139329805996,0.934567901234568,0.934567901234568
array,body,K562,FOS,90.0,10.0,0.40125,0.55375,0.55375
array,body,K562,FOSL1,186.0,12.5,0.8042982543894751,0.7310700596027885,0.7310700596027885
array,body,K562,GABPA,553.5,20.5,0.7141148593711335,0.7787305467706892,0.7787305467706892
array,body,K562,GATA1,72.0,8.0,0.3331441491325212,0.6905684754521964,0.6905684754521964
array,body,K562,IRF1,733.0,36.5,0.7434712428190353,0.5667782761390696,0.5667782761390696
array,body,K562,JUN,122.5,29.5,0.7937584031156035,0.74170264151982,0.74170264151982
array,body,K562,JUNB,514.0,29.0,0.7285049842447802,0.8152186472675195,0.8152186472675195
array,body,K562,JUND,78.0,8.0,0.5802292768959435,0.624973544973545,0.624973544973545
array,body,K562,KLF13,770.0,13.0,0.5064017884361345,0.848592622700945,0.848592622700945
array,body,K562,MAFF,224.0,13.0,0.708397589895814,0.6337444506640503,0.6337444506640503
array,body,K562,MAFK,111.0,8.0,0.5576456310679612,0.5303398058252426,0.5303398058252426
array,body,K562,MAX,482.5,83.0,0.45749120039490904,0.6530144396307233,0.6530144396307233
array,body,K562,MAZ,3787.0,60.0,0.4696689465659211,0.7314308360353402,0.7314308360353402
array,body,K562,MBD2,1561.0,8.0,0.5500643915003219,0.8931101094655506,0.8931101094655506
array,body,K562,MITF,128.5,17.5,0.5059324745416427,0.6997091236421158,0.6997091236421158
array,body,K562,MNT,917.5,33.0,0.479958082271758,0.7392075811370387,0.7392075811370387
array,body,K562,MXI1,1559.0,19.0,0.6901742993848257,0.7925837320574163,0.7925837320574163
array,body,K562,MYC,1305.0,100.5,0.5350490646459198,0.728654150673066,0.728654150673066
array,body,K562,NFE2,302.0,61.0,0.85299021374656,0.6524879662834862,0.6524879662834862
array,body,K562,NFE2L2,329.0,13.0,0.7560856864654333,0.621713729308666,0.621713729308666
array,body,K562,NFIA,247.0,7.0,0.7310193452380952,0.6146279761904763,0.6146279761904763
array,body,K562,NFYA,310.0,13.0,0.6087801087801088,0.8961408961408961,0.8961408961408961
array,body,K562,NFYB,213.0,12.0,0.77363184079602,0.7914593698175787,0.7914593698175787
array,body,K562,NRF1,1242.3333333333333,402.3333333333333,0.63159900635174,0.8324958504448946,0.8324958504448946
array,body,K562,PBX2,97.0,9.0,0.6060606060606061,0.8099747474747475,0.8099747474747475
array,body,K562,PLAG1,1967.5,39.0,0.5797035521535916,0.6527033275932056,0.6527033275932056
array,body,K562,RELA,294.5,22.0,0.5603101230703702,0.6588904617043849,0.6588904617043849
array,body,K562,REST,518.5,17.0,0.8710900821596244,0.7464548425611138,0.7464548425611138
array,body,K562,RFX1,230.0,11.0,0.7868317799024321,0.6398755474842431,0.6398755474842431
array,body,K562,SP1,1743.0,7.5,0.5492715277646256,0.8030477543828083,0.8030477543828083
array,body,K562,SP2,4329.0,7.0,0.7152442652211278,0.8452766576320486,0.8452766576320486
array,body,K562,SPI1,346.0,66.0,0.7275035706735031,0.690393926393827,0.690393926393827
array,body,K562,SRF,222.0,7.0,0.6863787375415281,0.7634551495016612,0.7634551495016612
array,body,K562,TFDP1,577.0,12.0,0.5533923303834809,0.8311209439528023,0.8311209439528023
array,body,K562,THAP1,612.0,7.0,0.7462809917355371,0.9641086186540732,0.9641086186540732
array,body,K562,USF1,587.0,73.0,0.6375804005089281,0.6880794619720021,0.6880794619720021
array,body,K562,USF2,1080.5,178.0,0.803063060486269,0.7904979394781321,0.7904979394781321
array,body,K562,YY1,256.0,37.5,0.7679070696312076,0.842648275369291,0.842648275369291
array,body,K562,ZBTB33,462.0,18.0,0.7753803310116452,0.7250023282054501,0.7250023282054501
array,body,K562,ZBTB7A,2128.6666666666665,122.0,0.6104901765110383,0.6640968123822039,0.6640968123822039
array,body,K562,ZFX,4357.5,82.0,0.5599092676693902,0.8531969659850231,0.8531969659850231
array,body,K562,ZNF148,4050.5,51.0,0.5376455096913058,0.7006369671615109,0.7006369671615109
array,body,K562,ZNF263,3118.6666666666665,57.333333333333336,0.5120643590315271,0.5488212191998486,0.5488212191998486
array,body,SKNSH,CTCF,2495.3333333333335,710.3333333333334,0.8113029338661382,0.7440421624609187,0.7440421624609187
array,body,SKNSH,ELF1,744.0,19.0,0.7268239564428312,0.9000362976406534,0.9000362976406534
array,body,SKNSH,FOSL2,357.5,44.0,0.6141381794497296,0.7683715410729088,0.7683715410729088
array,body,SKNSH,GABPA,914.0,14.0,0.7677380952380952,0.8576190476190476,0.8576190476190476
array,body,SKNSH,GATA3,58.0,6.0,0.5865384615384616,0.8557692307692308,0.8557692307692308
array,body,SKNSH,JUND,127.0,16.0,0.5076013513513514,0.839527027027027,0.839527027027027
array,body,SKNSH,MAX,528.5,18.0,0.4184944163074116,0.8296474312797609,0.8296474312797609
array,body,SKNSH,MXI1,1656.0,23.5,0.5492483396020518,0.8897173047418194,0.8897173047418194
array,body,SKNSH,NRF1,1939.0,63.5,0.694544280475218,0.8017297753633261,0.8017297753633261
array,body,SKNSH,REST,743.0,15.0,0.7973901098901098,0.6547619047619048,0.6547619047619048
array,body,SKNSH,USF1,845.5,135.5,0.6193747747344449,0.8409837355201697,0.8409837355201697
array,body,SKNSH,USF2,1279.0,34.5,0.7499679008577473,0.9040095318509451,0.9040095318509451
array,body,SKNSH,YY1,293.0,14.5,0.7906734306571556,0.916765613058194,0.916765613058194
array,body,SKNSH,ZBTB33,843.0,19.0,0.7003065917220235,0.8481093510475217,0.8481093510475217
array,promoter,A549,ATF3,789.5,9.0,0.600660891108939,0.8769073160180096,0.8769073160180096
array,promoter,A549,BHLHE40,1011.0,26.5,0.5911903225317388,0.8963045442420383,0.8963045442420383
array,promoter,A549,BRCA1,594.0,77.5,0.8395993677383653,0.8343861616152839,0.8343861616152839
array,promoter,A549,CEBPB,65.5,43.0,0.6428327049294791,0.6793848624493786,0.6793848624493786
array,promoter,A549,CREB1,732.0,100.0,0.6754743489661739,0.8389496652040291,0.8389496652040291
array,promoter,A549,CTCF,4303.0,1754.5,0.8086917887954492,0.7218518861981204,0.7218518861981204
array,promoter,A549,E2F6,1671.5,41.0,0.6492089107477698,0.6976341036014726,0.6976341036014726
array,promoter,A549,ELF1,602.0,28.5,0.5904419615262297,0.8381076241755899,0.8381076241755899
array,promoter,A549,ETS1,701.0,21.0,0.7180773758126897,0.8680326593747383,0.8680326593747383
array,promoter,A549,FOSL2,296.5,17.5,0.6332380433710065,0.8469629605734224,0.8469629605734224
array,promoter,A549,FOXA2,134.0,23.0,0.5374790050436021,0.8997454737520936,0.8997454737520936
array,promoter,A549,GABPA,794.0,34.0,0.662072376660549,0.8115032894110972,0.8115032894110972
